Temperature,Pressure,Humidity,Machine_Speed,Production_Time,Shift,Operator_Experience_Years,Material_Type,Defect
81.03,27.35,36.16,1107,10,Day,8,Aluminum,0
77.98,30.48,49.38,918,5,Evening,10,Steel,0
81.39,25.46,58.42,1482,4,Day,4,Plastic,1
85.58,27.89,44.77,985,11,Day,12,Aluminum,1
78.68,28.91,50.04,869,6,Night,5,Plastic,0
76.48,28.83,52.58,1556,10,Evening,0,Aluminum,1
66.19,39.28,53.31,1470,5,Day,5,Plastic,1
67.88,31.89,35.46,1083,5,Night,0,Steel,1
86.87,32.4,37.23,1418,5,Day,13,Steel,1
89.36,32.7,38.1,1347,8,Evening,4,Steel,1
72.62,33.06,64.29,1147,10,Evening,12,Plastic,1
75.46,29.59,50.08,994,8,Night,8,Aluminum,0
65.95,28.4,49.63,1579,10,Day,4,Steel,1
86.73,30.83,48.66,1283,4,Evening,14,Plastic,1
81.65,35.78,31.79,1387,9,Evening,14,Aluminum,0
94.41,35.63,64.38,1079,8,Evening,13,Steel,1
66.22,28.8,49.79,1147,6,Evening,2,Aluminum,0
71.22,33.84,52.23,1391,2,Evening,11,Aluminum,0
77.31,29.03,27.34,1277,9,Day,14,Steel,0
81.46,30.17,52.8,897,6,Day,13,Steel,0
72.84,27.63,41.44,1081,8,Night,3,Aluminum,0
66.27,29.09,31.77,1429,6,Evening,2,Steel,1
83.81,36.71,35.46,1218,5,Night,3,Steel,0
82.21,30.46,32.35,1022,7,Day,11,Steel,0
65.84,30.68,32.18,1051,4,Day,11,Plastic,0
88.55,22.76,45.61,879,10,Night,9,Steel,1
86.7,28.45,41.13,1481,11,Day,14,Steel,1
76.34,28.79,48.34,1212,3,Evening,13,Aluminum,0
75.8,25.85,61.76,1468,11,Evening,5,Aluminum,1
80.54,30.11,43.7,1192,7,Day,2,Steel,0
66.38,27.85,22.55,1133,2,Evening,13,Aluminum,0
75.3,30.4,42.58,1127,10,Night,4,Plastic,0
53.48,30.61,56.93,801,3,Day,6,Steel,0
83.76,25.22,44.14,1002,1,Night,0,Aluminum,1
59.39,28.01,60.29,1057,11,Day,2,Aluminum,1
90.03,30.39,49.53,1562,1,Evening,10,Steel,1
71.7,35.92,26.62,1166,2,Evening,5,Aluminum,0
72.88,31.28,46.1,945,1,Evening,9,Aluminum,0
68.72,26.69,47.97,1177,2,Evening,1,Aluminum,1
72.12,32,55.8,1240,1,Night,7,Steel,0
89.19,38.54,63.2,1254,3,Night,6,Steel,1
50.12,34.58,54.08,1206,9,Day,11,Aluminum,0
87.77,32.74,49.4,1586,9,Evening,1,Aluminum,1
78.38,33.63,51.76,818,8,Evening,4,Aluminum,0
62.93,37.2,43.32,1232,9,Night,12,Steel,0
64.25,35.38,30.37,1228,4,Evening,14,Aluminum,0
91.76,32.83,45.41,1051,8,Evening,3,Aluminum,1
65.54,35.34,48.65,1595,11,Evening,14,Aluminum,1
63.47,24.59,32.96,1361,5,Night,1,Plastic,1
86.37,22.49,58.27,1448,4,Night,3,Plastic,1
78.39,30.79,55.05,1537,4,Evening,8,Aluminum,1
65.62,30.34,31.28,1020,2,Night,9,Aluminum,0
77.17,27.28,58.66,912,10,Evening,1,Plastic,1
64.74,34.13,41.92,948,9,Day,9,Aluminum,0
86.01,20.69,37.22,1359,9,Evening,9,Aluminum,1
85.61,27.33,55.79,857,1,Evening,12,Steel,1
80.32,27.58,44.49,996,4,Day,5,Plastic,0
78.62,21.82,63.99,1536,9,Evening,3,Plastic,1
92.61,37.47,36.47,1448,4,Evening,7,Plastic,1
75,23.2,27.68,1506,2,Day,12,Steel,1
63.18,27.06,42.2,1517,2,Evening,3,Steel,1
79.49,34.54,52.89,817,10,Day,8,Plastic,0
95.86,33.23,35.73,1579,9,Day,14,Steel,1
64.85,24.46,31.7,1014,11,Evening,9,Steel,0
71.39,33.41,47.29,1517,4,Evening,2,Steel,1
79.16,31.45,30.36,1435,1,Evening,6,Aluminum,1
74.46,41.67,48.07,815,1,Day,14,Plastic,0
65.18,32.02,41.59,1476,1,Day,4,Aluminum,1
86.22,29.29,49.94,1459,8,Night,13,Plastic,1
98.2,25.72,31.16,1587,1,Day,10,Steel,1
76.96,26.28,57.98,1198,5,Night,0,Plastic,1
65.96,25.87,43.17,1032,9,Day,2,Plastic,0
59.51,36.86,52.64,824,4,Evening,8,Aluminum,0
77.58,30.09,54.6,1200,11,Evening,12,Aluminum,0
86.04,32.83,33.43,1579,9,Evening,8,Steel,1
79.75,37.57,53.82,1164,5,Night,4,Steel,0
74.98,18.21,30.75,1094,9,Evening,13,Aluminum,0
69.11,36.39,31.3,1236,2,Day,4,Plastic,0
64.08,30.28,64.64,870,8,Evening,10,Plastic,1
83.35,32.18,56.12,1511,7,Evening,3,Steel,1
84.14,25.86,65.74,1358,7,Day,13,Steel,1
59.54,26.22,41.3,824,3,Night,14,Steel,0
90.9,32.44,46.02,1524,10,Evening,3,Plastic,1
80.74,41.92,50.27,1173,2,Night,3,Plastic,0
89,35.02,44.88,1344,11,Night,1,Steel,1
61.58,36.33,37.54,1257,10,Evening,6,Plastic,0
61.34,29.04,36.04,1013,1,Day,2,Plastic,0
73.51,27,47.14,1010,1,Night,0,Plastic,1
80.03,26.1,34.33,1340,7,Day,11,Plastic,0
92.96,27.56,34.05,1570,9,Night,10,Plastic,1
82.06,19.74,48.94,838,1,Evening,9,Plastic,0
72.57,26.38,44.05,1059,10,Day,2,Steel,0
64.74,27.2,54.37,1476,4,Day,8,Steel,1
87.3,29.12,40.75,894,2,Night,11,Aluminum,1
65.35,30.66,39.19,1189,8,Day,8,Steel,0
91.28,31.81,49.24,1019,9,Evening,9,Aluminum,1
72.16,29.93,36.88,1067,3,Day,6,Plastic,0
90.91,27.09,38.42,1293,3,Day,0,Plastic,1
81.79,20.18,38.82,1429,7,Night,5,Plastic,1
73.63,27.12,42.9,865,9,Day,9,Steel,0
69.81,25.14,62.72,1186,7,Day,0,Plastic,1
71.59,32.33,31.23,992,7,Evening,1,Steel,1
79.28,34.55,57.96,1119,2,Day,2,Steel,0
75.77,34.69,52.38,1346,11,Evening,10,Steel,0
69.06,33.78,60.67,974,1,Day,10,Plastic,1
73.34,29.33,76.37,911,2,Day,13,Steel,1
75.79,27.39,59.31,1107,6,Evening,5,Aluminum,0
53.71,26.26,54.26,1139,10,Day,10,Aluminum,0
79.58,22.46,31.88,879,8,Day,6,Plastic,0
65.2,34.96,33.14,1277,8,Night,7,Aluminum,0
63.47,29.13,48.6,910,6,Night,8,Steel,0
58.13,23.77,28.02,1286,2,Day,6,Aluminum,0
57.06,25.87,51.15,1252,9,Evening,5,Plastic,0
61.45,25.67,23.65,1212,10,Night,4,Aluminum,0
67.91,30.22,56.52,1403,4,Day,9,Aluminum,1
94.53,35.34,41.78,985,5,Night,1,Aluminum,1
69.74,28.26,46.27,1352,1,Day,14,Steel,0
76.78,18.74,37.52,886,9,Evening,7,Steel,0
79,29.05,26.01,1023,11,Night,4,Aluminum,0
76.31,29.22,57.35,850,11,Night,9,Steel,0
74.23,28.88,58.36,925,11,Day,1,Aluminum,1
63.05,26.86,41.49,945,10,Evening,2,Aluminum,0
89.51,31.09,51.62,840,1,Evening,9,Aluminum,1
93.07,30.33,41.09,1154,7,Evening,9,Plastic,1
58.17,29.88,47.88,1244,11,Day,11,Plastic,0
64.76,32.06,52.59,1162,9,Evening,14,Steel,0
72.2,27.85,50.55,1335,3,Evening,14,Plastic,0
65.35,27.57,58.41,1083,2,Day,6,Steel,0
80.06,36.9,50.19,835,10,Evening,9,Aluminum,0
67.72,32.8,45.28,1076,8,Evening,7,Plastic,0
96.65,34.13,37.39,1495,4,Night,4,Aluminum,1
86.91,36.13,40.21,1124,1,Evening,9,Steel,1
77.13,32.63,53.1,1465,8,Night,7,Aluminum,1
85.27,34.64,29.98,981,6,Night,12,Plastic,1
86.06,22.1,56.06,1270,6,Night,13,Steel,1
69.36,31.02,42.19,1216,4,Night,9,Plastic,0
66.84,29.09,36.81,1465,6,Evening,12,Plastic,1
75.78,38.39,34.01,949,2,Night,9,Plastic,0
83.62,34.64,51.74,1203,6,Night,5,Plastic,0
76.39,26.85,44.85,1313,2,Night,1,Aluminum,1
59.23,31.86,60.89,1365,6,Evening,11,Steel,1
66.97,30.84,32.37,1240,9,Day,13,Plastic,0
74.26,32.27,39.22,1045,7,Night,11,Plastic,0
74.24,24.91,44.08,845,4,Night,1,Aluminum,1
94.73,31.8,37.48,874,1,Day,7,Plastic,1
61.14,28.86,45.06,948,9,Evening,3,Steel,0
80.06,31.41,48.2,1205,1,Night,7,Plastic,0
89.89,26.38,49.84,802,5,Evening,8,Plastic,1
97.71,27.07,60.06,808,7,Night,5,Plastic,1
70.96,35.87,31.97,1313,10,Evening,8,Steel,0
79.91,24.74,48.38,1037,10,Evening,5,Plastic,0
80.7,25.11,38.53,1339,6,Night,10,Steel,0
76.95,29.74,49.3,1089,3,Night,13,Steel,0
74.01,26.14,49.31,980,11,Evening,2,Plastic,0
79.36,25.57,35.13,1114,8,Night,7,Aluminum,0
49.68,30.53,35.99,1065,11,Day,0,Plastic,1
81.82,22.47,50.12,882,7,Evening,5,Aluminum,0
76.26,24.96,45.23,1564,9,Day,14,Plastic,1
72.78,40.27,42.8,1057,1,Night,14,Aluminum,0
95.47,32.3,51.58,1359,8,Day,2,Steel,1
68.25,26.27,52.32,1445,4,Day,9,Steel,1
70.97,32.09,39.7,998,7,Evening,9,Plastic,0
94.92,32.84,36.48,1091,7,Day,2,Plastic,1
66.68,34.97,32.38,1447,4,Night,8,Aluminum,1
69.5,29.36,45.33,882,8,Evening,6,Aluminum,0
73.53,34.88,30.77,1065,1,Night,12,Steel,0
83.41,19.81,45.99,1216,5,Night,13,Aluminum,0
77.08,24.72,57.17,1530,4,Day,1,Steel,1
62.07,30.82,41.47,818,4,Night,5,Steel,0
69.68,31.65,39.64,1329,3,Day,11,Aluminum,0
68.93,25.44,64.98,1170,1,Evening,12,Plastic,1
74.23,31.3,60.1,1490,5,Evening,3,Aluminum,1
79.26,26.88,37.35,822,8,Day,9,Plastic,0
79.18,28.62,46.39,1184,10,Evening,10,Steel,0
57.24,35.12,48.29,1555,6,Evening,6,Steel,1
85.64,34.54,47.04,1418,1,Evening,3,Plastic,1
77.53,25.01,63.15,1442,5,Evening,6,Steel,1
88.85,24.71,45.87,1321,6,Day,5,Steel,1
79.44,27.94,47.37,1178,9,Day,7,Aluminum,0
86.01,29.87,51.89,1510,9,Night,6,Aluminum,1
79.67,26.71,56.9,889,5,Night,8,Steel,0
88.46,35.2,54.37,943,3,Evening,3,Aluminum,1
80.22,31.74,50.38,1420,6,Day,8,Steel,1
74.02,32.03,29.41,1003,11,Day,4,Steel,0
97.72,23.67,40.12,1355,8,Day,12,Plastic,1
83.89,35.84,53.19,1319,11,Night,10,Aluminum,0
80.74,15.9,47.5,1191,5,Evening,8,Aluminum,0
62.24,34.17,53.26,1100,8,Day,14,Steel,0
62.12,34.67,63.87,1304,1,Night,13,Plastic,1
77.93,27.84,33.23,952,8,Day,10,Aluminum,0
76.46,36.36,56.38,1328,2,Day,3,Aluminum,0
68.86,29.68,41.7,1138,7,Night,14,Steel,0
76.41,30.31,54.35,1548,2,Night,2,Aluminum,1
90.89,31.7,44.59,1311,3,Day,14,Aluminum,1
81.95,45.93,66.27,1134,5,Evening,13,Steel,1
63.59,36.72,46.3,1308,10,Evening,6,Plastic,0
73.88,33.51,38.59,855,7,Night,3,Aluminum,0
66.95,25.44,49.2,1355,9,Day,4,Steel,0
71.12,30.72,48.24,1552,5,Night,2,Steel,1
70.86,25.93,56.38,1350,11,Day,5,Plastic,0
70.22,34.11,49.48,929,1,Day,12,Plastic,0
62.45,30.7,69.75,897,11,Day,3,Steel,1
73.72,24.38,43.89,1592,3,Night,0,Steel,1
69.39,30.41,44,1221,5,Night,1,Steel,1
45.71,25.75,38.96,879,3,Night,7,Aluminum,0
95.53,30.76,45.86,1087,8,Night,14,Aluminum,1
85.89,25.7,47.31,1545,8,Evening,3,Aluminum,1
71.24,30.14,47.81,968,11,Day,11,Aluminum,0
75.19,33.75,45.67,878,1,Night,14,Plastic,0
63.28,29.73,38.9,870,8,Day,14,Aluminum,0
91.96,28.05,36.18,1062,4,Evening,9,Steel,1
93.97,31.02,41.25,1511,11,Night,1,Aluminum,1
76.57,33.49,56.42,1522,6,Evening,12,Plastic,1
85.24,24.46,58.57,1329,10,Night,11,Steel,1
76.75,31.3,44.23,1584,8,Day,3,Aluminum,1
61.63,36.59,35.58,1009,2,Evening,6,Aluminum,0
70.88,32.87,44.19,916,8,Evening,10,Steel,0
76.32,30.29,65.92,1415,7,Night,1,Steel,1
70.45,33.2,54.99,876,4,Day,5,Steel,0
72.81,32.26,50.51,1114,5,Day,0,Plastic,1
74.09,33.77,54.63,810,6,Day,11,Plastic,0
74.19,19.88,60.41,850,3,Day,2,Plastic,1
75.52,22.23,33.47,806,2,Night,8,Steel,0
64.39,35.02,41.08,1348,2,Evening,4,Aluminum,0
67.83,22.47,39.71,1060,4,Night,13,Steel,0
62.15,32.01,50.87,1373,7,Day,10,Aluminum,0
84.78,28.24,46.6,1311,1,Evening,7,Aluminum,0
53.94,25.02,52.56,999,1,Evening,0,Steel,1
86.54,31.75,39.93,1129,4,Day,3,Plastic,1
88.86,31.01,58.72,889,9,Night,2,Steel,1
71.98,40.55,44.31,1390,5,Night,9,Aluminum,0
48.97,26.88,51.95,854,1,Day,8,Steel,0
71.39,37.2,56.95,1020,3,Evening,14,Steel,0
74.36,31.76,56.15,891,11,Evening,6,Aluminum,0
64.89,26.69,48.61,1385,6,Night,11,Steel,0
69.85,34,53.19,855,3,Evening,2,Plastic,0
90.3,32.83,62.42,1543,11,Day,13,Plastic,1
81.65,30.18,50.14,978,6,Evening,0,Plastic,1
65.75,31.33,37.7,860,6,Night,12,Aluminum,0
59.02,27.02,50.83,916,5,Night,14,Steel,0
71.73,25.87,44.63,1389,10,Day,4,Steel,0
72.87,33.8,21.52,1035,5,Night,9,Plastic,0
79.96,28.88,49.62,832,9,Day,2,Aluminum,0
69.65,29.6,46.17,1366,3,Evening,10,Plastic,0
80.11,31.4,56.56,1042,11,Evening,1,Plastic,1
94.35,31.33,37.5,1585,10,Evening,2,Plastic,1
83.16,22.85,29.94,873,7,Day,4,Plastic,0
74.52,36.43,46.69,820,4,Night,4,Aluminum,0
73.17,30.61,48.8,1512,2,Day,9,Aluminum,1
71.43,28.99,45.94,953,10,Evening,7,Plastic,0
86.81,32.15,45.21,1053,3,Evening,3,Aluminum,1
68.73,31.18,34.31,1006,3,Evening,1,Plastic,1
75.45,33.84,43.61,948,3,Evening,7,Plastic,0
75.51,32.69,41.52,1494,3,Evening,12,Plastic,1
69.98,33.59,55.73,1101,10,Day,14,Plastic,0
61.28,36.75,48.79,1096,6,Evening,7,Steel,0
78.23,34.42,42.22,1290,6,Day,9,Steel,0
74.39,29.2,62.24,1572,11,Day,12,Plastic,1
80,24.39,42.31,843,9,Evening,7,Plastic,0
69.66,38.34,50.58,943,8,Evening,11,Plastic,0
87.21,28.81,43.33,1043,10,Evening,12,Steel,1
66.23,27.63,61.31,1218,7,Day,13,Steel,1
92.12,21.32,45.87,1316,2,Night,10,Plastic,1
57.52,31.69,46.16,861,10,Day,0,Steel,1
79.35,30.74,43.6,1337,2,Evening,14,Steel,0
79.75,22.42,46.97,1116,1,Day,11,Steel,0
67.04,32.27,57,1234,7,Night,8,Aluminum,0
79.24,27.51,53.46,1495,7,Night,3,Plastic,1
87.8,43.45,45.28,1180,1,Night,3,Steel,1
52.83,27.15,62.01,835,6,Day,7,Steel,1
80.03,27.82,53.73,1341,11,Night,11,Aluminum,0
50.07,25.63,40.62,1380,7,Night,7,Aluminum,0
65.34,36.39,31.2,1031,1,Day,5,Aluminum,0
91.29,28.14,40.85,1487,6,Evening,3,Aluminum,1
69.18,26.38,49.13,1589,10,Night,12,Aluminum,1
63.26,33.53,50.97,832,9,Day,2,Aluminum,0
73.02,23.1,58.59,1380,1,Night,4,Aluminum,0
95.68,33.13,34.05,1151,2,Day,12,Plastic,1
56.68,38.91,40.61,1054,2,Evening,13,Aluminum,0
64.49,32.83,33.22,849,10,Day,7,Steel,0
89.97,33.19,31.61,822,3,Day,6,Steel,1
93.58,34.35,38.72,1053,4,Night,10,Steel,1
73.97,38.55,48.67,1193,7,Day,7,Steel,0
62.61,36.05,52.71,1475,3,Evening,14,Aluminum,1
95.96,32.2,35.52,1072,7,Day,13,Plastic,1
90.94,34.52,36.91,1492,5,Day,11,Plastic,1
81.79,25.57,27.2,1049,5,Day,10,Aluminum,0
66.88,33.88,47.14,1036,7,Evening,0,Plastic,1
74.51,24.97,37.68,1031,7,Evening,10,Aluminum,0
73.4,28.16,61.63,1227,7,Day,12,Steel,1
78.31,14.59,49.1,1433,9,Day,3,Aluminum,1
89.51,32.01,43.29,1041,1,Day,12,Plastic,1
83.79,26.78,38.59,933,1,Night,8,Plastic,0
64.23,35.56,30.05,870,3,Evening,5,Plastic,0
88.76,31.95,31.32,1264,6,Day,13,Aluminum,1
78.13,35.62,38.78,1220,2,Day,11,Aluminum,0
81.87,24.58,38.01,1109,9,Evening,9,Aluminum,0
89.67,35.19,35.01,1078,1,Night,7,Plastic,1
63.88,40.53,48.77,1018,5,Day,13,Plastic,0
74.64,33.82,50.14,1496,7,Evening,12,Plastic,1
69.69,33.95,40.41,1106,10,Night,7,Steel,0
59.32,30.85,64.35,1113,3,Evening,4,Aluminum,1
78.47,27.38,27.53,1202,2,Evening,10,Aluminum,0
100.12,33.81,45.58,1528,3,Day,7,Plastic,1
56.6,22.47,42.81,1287,7,Evening,3,Plastic,0
74.68,27.91,39.49,1592,1,Day,5,Plastic,1
81.41,21.14,38.02,1204,8,Night,6,Plastic,0
76.23,26.48,44.93,1178,3,Day,5,Steel,0
73.87,33.21,42.74,1080,5,Evening,5,Plastic,0
62.01,32.53,41.08,1436,10,Evening,14,Plastic,1
77.33,30.25,32.01,1490,11,Evening,7,Plastic,1
67.43,30.85,28.82,1126,5,Day,13,Aluminum,0
53.1,20.57,42.11,834,6,Night,14,Aluminum,0
86.95,28.14,40.98,869,7,Night,4,Plastic,1
84.58,26.59,43.03,1159,11,Evening,7,Aluminum,0
75.52,26.7,43.91,1489,1,Day,8,Steel,1
77.29,33,39.77,1207,6,Evening,11,Steel,0
85.74,25.7,42.88,1360,2,Day,3,Steel,1
77.24,26.98,36.46,1379,10,Night,14,Steel,0
84.04,19.56,60.24,1318,3,Day,2,Aluminum,1
72.03,28.53,37,1405,5,Day,4,Aluminum,1
88.12,24.56,41.29,1183,1,Evening,12,Plastic,1
78.21,30.4,37.76,880,7,Day,9,Steel,0
76.94,25.24,37.59,1237,1,Night,9,Steel,0
62.3,30.52,45.25,1049,8,Night,11,Aluminum,0
77.87,29.28,43.98,837,11,Night,4,Steel,0
66.68,38.36,40.41,844,6,Evening,13,Aluminum,0
68.62,32.49,42.17,1158,11,Day,6,Aluminum,0
66.85,20.8,37.8,936,1,Day,2,Steel,0
64.34,23.68,49.02,1260,7,Evening,12,Plastic,0
96.25,30.28,65.55,1166,10,Night,10,Aluminum,1
88.31,25.35,36.25,1104,3,Night,9,Aluminum,1
94.2,15.16,48.94,1028,7,Evening,13,Steel,1
62.77,36.75,45.45,982,11,Evening,8,Aluminum,0
75.71,33.6,51.69,1266,8,Night,13,Plastic,0
62.06,32.6,51.97,1003,10,Night,12,Steel,0
68.04,26.96,47.05,1422,3,Day,5,Aluminum,1
65.82,32.14,44.6,867,5,Night,13,Steel,0
87.4,26.48,40.66,1349,10,Night,9,Plastic,1
71.04,31.02,37.35,1509,2,Day,8,Steel,1
85.68,25.4,44.03,1104,2,Evening,0,Plastic,1
81.04,37.58,32.15,1403,1,Day,1,Steel,1
98.04,22.15,39.06,1575,3,Day,9,Plastic,1
60.21,36.16,56.07,1554,4,Night,1,Steel,1
87.59,30.19,45.99,1427,3,Evening,10,Steel,1
86.46,27.55,53.93,894,11,Night,7,Aluminum,1
65.27,30.84,59.7,1524,8,Evening,3,Steel,1
85.07,33.67,43.23,1045,1,Day,6,Aluminum,1
78.36,36.83,47.07,1484,5,Evening,3,Plastic,1
72.73,31.57,41.98,1596,7,Night,3,Plastic,1
66.76,25.55,36.87,878,9,Evening,7,Steel,0
67.81,30.28,35.47,1232,1,Evening,13,Aluminum,0
95.5,39.08,53.43,1079,9,Evening,10,Aluminum,1
75.01,36.74,47.09,1460,11,Night,9,Steel,1
82.82,34.54,63.47,1168,9,Day,3,Aluminum,1
67.09,33.98,54.72,1078,4,Day,2,Steel,0
67.2,33.5,37.69,1150,10,Evening,10,Steel,0
85.82,35.79,53.4,1025,5,Evening,9,Steel,1
61.5,27.72,41.95,1205,6,Evening,8,Aluminum,0
70.85,23.22,57.17,1245,4,Day,2,Steel,0
75.34,30.35,40.14,1122,6,Night,4,Plastic,0
76.11,25.91,34.48,1429,5,Evening,10,Steel,1
73.21,24.72,37.04,872,3,Evening,0,Aluminum,1
78.96,26.4,37.55,1317,3,Evening,8,Steel,0
81.93,42.43,36.6,1120,9,Day,5,Steel,0
82.35,30.68,39.27,821,5,Day,4,Plastic,0
65.14,31.81,53.57,978,11,Night,3,Plastic,0
72.16,23.89,62.96,1507,3,Evening,7,Aluminum,1
86.95,20.78,31.7,908,8,Evening,10,Steel,1
83.95,25.9,57.64,1171,8,Day,1,Steel,1
61.27,37.19,40.22,1496,3,Day,13,Plastic,1
78.51,31.67,48.48,1255,7,Evening,9,Steel,0
55.22,32.99,28.46,1366,9,Evening,4,Aluminum,0
75.47,33.69,50.24,1028,3,Evening,7,Plastic,0
93.98,27.04,24.95,1330,8,Day,0,Plastic,1
65.52,36.94,48.14,1163,1,Evening,11,Aluminum,0
66.66,26.84,47.57,1224,3,Night,2,Steel,0
82.64,37.03,46.91,1015,4,Day,6,Aluminum,0
59.57,32.21,37.65,847,3,Night,10,Plastic,0
68.67,21.05,50.5,1264,9,Night,14,Plastic,0
80.96,26.26,48.91,1471,10,Day,10,Aluminum,1
68.66,21.08,42.9,1072,5,Evening,9,Plastic,0
72.64,35.82,51.72,1407,3,Night,11,Steel,1
82.44,29.88,44.04,829,3,Evening,4,Plastic,0
79.22,18.86,50.29,1432,11,Night,9,Aluminum,1
77.67,31.88,43.74,989,2,Day,8,Aluminum,0
71.61,27.31,47.17,951,10,Evening,11,Plastic,0
78.7,22.58,50.75,1175,6,Night,13,Aluminum,0
73.76,38.39,41.02,1054,9,Night,0,Aluminum,1
79.58,30.54,32.66,1502,7,Day,10,Steel,1
70.03,28.53,47.76,1453,2,Night,13,Plastic,1
73.17,28,56.89,1557,9,Day,6,Steel,1
65.1,22.43,47.99,833,3,Night,9,Aluminum,0
74.65,23.48,48.18,986,7,Evening,11,Aluminum,0
66.89,36.42,44.58,1248,10,Day,5,Steel,0
63.86,27.63,52.39,885,7,Night,9,Plastic,0
77.59,30.11,43.14,1472,4,Night,3,Aluminum,1
77.13,19.78,40.46,917,4,Evening,10,Aluminum,0
82.83,23.41,56.05,1422,2,Night,11,Aluminum,1
70.69,33.05,39.69,857,2,Day,10,Plastic,0
79.08,31.89,53.89,817,2,Night,9,Steel,0
80.51,38.77,56.06,939,11,Night,9,Steel,0
79.45,36.71,50.67,1257,5,Evening,5,Plastic,0
66.74,28.85,32.51,1505,3,Evening,9,Aluminum,1
76.49,32.36,45.27,1441,10,Night,10,Aluminum,1
78.64,28.42,42.98,1011,7,Evening,8,Plastic,0
75.07,40.27,40.04,1285,7,Night,8,Aluminum,0
54.14,35.75,46.43,1595,6,Night,11,Steel,1
76.6,30.85,52.69,919,8,Day,1,Steel,1
97.13,31,40.41,1353,11,Night,13,Aluminum,1
71.4,37.22,43.29,802,4,Day,8,Plastic,0
67.72,32.9,42.59,1028,9,Day,12,Plastic,0
78.73,37.79,56.64,1028,10,Night,1,Aluminum,1
78.12,19.03,42.43,1142,10,Evening,5,Aluminum,0
86.93,32.31,32.66,940,5,Night,12,Aluminum,1
62.42,27.42,29.27,856,4,Night,6,Plastic,0
82.31,38.78,48.63,1015,3,Evening,13,Plastic,0
80.9,37.73,37.39,1442,9,Evening,8,Plastic,1
73.58,30.16,51.69,913,4,Day,10,Aluminum,0
78.39,37.68,31.69,1502,9,Night,12,Plastic,1
85.29,38.92,39.61,1554,11,Evening,5,Plastic,1
83.72,30.37,31.69,1093,1,Evening,12,Steel,0
63.57,42.36,49.35,827,5,Day,7,Aluminum,0
83.2,29.84,51.49,1337,1,Night,9,Steel,0
74.35,28.93,48.39,1395,9,Evening,14,Plastic,0
75.73,34.33,34.14,1120,7,Day,11,Steel,0
75.73,28.23,37.54,1513,10,Day,2,Steel,1
73.5,30.43,47.34,1372,9,Day,9,Aluminum,0
86.92,37.05,28.12,1496,5,Day,5,Steel,1
74.16,30.1,42.59,1557,10,Night,1,Aluminum,1
63.8,21.52,60.17,1312,9,Night,14,Steel,1
71.06,31.84,43.2,1554,4,Evening,0,Steel,1
76.79,26.52,30.11,831,3,Evening,11,Plastic,0
87.29,34.33,38.93,1546,2,Evening,5,Aluminum,1
81.03,33.48,38.69,1210,4,Evening,11,Plastic,0
66.49,37.36,66.4,1196,3,Evening,2,Plastic,1
99.85,34.54,61.66,816,9,Day,10,Aluminum,1
77.65,35.45,52.31,1400,8,Night,11,Aluminum,0
87.75,26.65,41.57,851,1,Day,4,Aluminum,1
73.48,34.02,57.01,1169,2,Night,5,Aluminum,0
80.33,39.84,33.67,963,3,Day,12,Plastic,0
83.39,26.56,55.77,1102,6,Day,9,Steel,0
87.18,39,54.28,1249,5,Evening,5,Steel,1
85.57,27.25,43.49,1343,11,Night,11,Aluminum,1
83.72,25.74,56.39,1509,5,Night,9,Plastic,1
71.85,31.48,40.53,1301,6,Night,12,Aluminum,0
69.28,33.58,32.35,1150,8,Evening,6,Steel,0
78.33,34.56,54.78,1178,1,Evening,14,Plastic,0
84.33,25.19,44.15,1238,5,Evening,6,Aluminum,0
72.77,32.17,51.02,1000,6,Evening,10,Aluminum,0
85.65,26.57,63.21,906,11,Day,5,Aluminum,1
89.53,22.56,37.78,1304,10,Night,11,Aluminum,1
65.84,25.36,43.57,1183,11,Evening,0,Aluminum,1
66.63,26.25,60.7,1095,6,Evening,7,Aluminum,1
73.6,32.61,51.69,827,9,Evening,9,Steel,0
78.08,35.76,38,1136,10,Evening,13,Plastic,0
69.75,22.63,35.45,1086,7,Night,3,Plastic,0
88.52,31.76,39.72,1430,4,Day,0,Steel,1
79.24,24.12,37.62,1142,7,Day,9,Plastic,0
75.39,33.15,47.37,830,7,Evening,12,Aluminum,0
60.64,26.89,45.78,1465,11,Day,1,Plastic,1
61.84,24.74,47.79,1571,11,Evening,2,Steel,1
77.81,34,36.59,1286,6,Evening,5,Steel,0
53.67,27.07,44.29,1418,8,Night,1,Aluminum,1
85.13,28.42,24.44,1050,8,Day,1,Aluminum,1
73.42,18.9,46.45,1162,10,Day,13,Plastic,0
107.43,34.73,56.75,906,6,Evening,5,Aluminum,1
98.08,34.1,30.75,1305,11,Night,11,Plastic,1
73.19,30.03,49.83,1241,2,Evening,3,Plastic,0
73.94,22.36,38.89,916,5,Night,4,Aluminum,0
84.96,36.05,53.03,1044,1,Day,10,Plastic,0
92.03,26.67,46.59,878,10,Night,7,Plastic,1
58.62,27.73,49.05,1540,10,Day,2,Plastic,1
57.14,41.56,45.65,1285,10,Day,4,Plastic,0
68.78,26.48,58.28,822,11,Day,0,Steel,1
80.83,33.71,48.47,996,9,Evening,9,Steel,0
79.97,32.81,37.95,1160,4,Evening,3,Steel,0
85.7,31.95,45.99,1499,1,Night,13,Plastic,1
63,31.41,41.31,1226,3,Evening,13,Aluminum,0
51.84,31.88,46.62,1016,10,Evening,4,Steel,0
